"subject","trial","playerMood","playerMoodRT","initialBank","playerBet","playerBetRT","playerEarnings","endingBank","playerStart","playerHandSoft","playerAction","playerActionRT","playerTotal","dealerStart","dealerTotal","description","playerFeedbackRT"
"1g521uz29wpbnxccp79euu4m",59,NA,NA,480,15,2750,30,495,20,FALSE,"stand",1136,20,9,18,"player win",703
"1g521uz29wpbnxccp79euu4m",60,NA,NA,495,20,3371,40,515,11,FALSE,"hit",1464,18,4,24,"dealer bust",900
"1g521uz29wpbnxccp79euu4m",60,NA,NA,495,20,3371,40,515,11,FALSE,"stand",921,18,4,24,"dealer bust",900
"1g521uz29wpbnxccp79euu4m",61,87,3133,515,15,2914,0,500,17,TRUE,"stand",1408,17,10,21,"dealer win",787
"1g521uz29wpbnxccp79euu4m",62,NA,NA,500,25,2365,63,538,21,TRUE,"stand",2002,21,2,12,"blackjack; player win",3475
"1g521uz29wpbnxccp79euu4m",63,NA,NA,538,38,3775,0,500,4,FALSE,"hit",1138,24,10,20,"player bust",503
"1g521uz29wpbnxccp79euu4m",63,NA,NA,538,38,3775,0,500,4,FALSE,"hit",833,24,10,20,"player bust",503
"1g521uz29wpbnxccp79euu4m",64,89,2812,500,25,2446,50,525,20,FALSE,"stand",1373,20,9,19,"player win",629
"1g521uz29wpbnxccp79euu4m",65,NA,NA,525,25,2383,50,550,5,FALSE,"hit",1146,16,6,22,"dealer bust",1064
"1g521uz29wpbnxccp79euu4m",65,NA,NA,525,25,2383,50,550,5,FALSE,"hit",694,16,6,22,"dealer bust",1064
"1g521uz29wpbnxccp79euu4m",65,NA,NA,525,25,2383,50,550,5,FALSE,"hit",1129,16,6,22,"dealer bust",1064
"1g521uz29wpbnxccp79euu4m",65,NA,NA,525,25,2383,50,550,5,FALSE,"stand",4113,16,6,22,"dealer bust",1064
"1g521uz29wpbnxccp79euu4m",66,NA,NA,550,25,2394,0,525,11,FALSE,"hit",1150,17,10,18,"dealer win",484
"1g521uz29wpbnxccp79euu4m",66,NA,NA,550,25,2394,0,525,11,FALSE,"stand",935,17,10,18,"dealer win",484
"1g521uz29wpbnxccp79euu4m",67,92,3081,525,25,2537,50,550,19,FALSE,"stand",1203,19,8,17,"player win",498
"1g521uz29wpbnxccp79euu4m",68,NA,NA,550,50,2592,100,600,11,FALSE,"hit",1210,21,5,19,"player win",902
"1g521uz29wpbnxccp79euu4m",68,NA,NA,550,50,2592,100,600,11,FALSE,"hit",996,21,5,19,"player win",902
"1g521uz29wpbnxccp79euu4m",68,NA,NA,550,50,2592,100,600,11,FALSE,"stand",1001,21,5,19,"player win",902
"1g521uz29wpbnxccp79euu4m",69,NA,NA,600,25,2256,0,575,12,FALSE,"hit",1085,22,9,14,"player bust",592
"1g521uz29wpbnxccp79euu4m",70,NA,NA,575,25,2010,50,600,12,FALSE,"hit",932,20,9,19,"player win",832
"1g521uz29wpbnxccp79euu4m",70,NA,NA,575,25,2010,50,600,12,FALSE,"stand",891,20,9,19,"player win",832
"1g521uz29wpbnxccp79euu4m",71,95,2974,600,35,2306,0,565,16,FALSE,"hit",1363,23,2,6,"player bust",784
"1g521uz29wpbnxccp79euu4m",72,NA,NA,565,25,2559,25,565,12,FALSE,"hit",1047,21,4,21,"draw",489
"1g521uz29wpbnxccp79euu4m",72,NA,NA,565,25,2559,25,565,12,FALSE,"stand",1001,21,4,21,"draw",489
"1g521uz29wpbnxccp79euu4m",73,NA,NA,565,25,2112,0,540,15,FALSE,"hit",1215,25,2,6,"player bust",643
"1g521uz29wpbnxccp79euu4m",74,89,3760,540,25,2495,50,565,20,FALSE,"stand",1385,20,9,19,"player win",755
"1g521uz29wpbnxccp79euu4m",75,NA,NA,565,25,2089,0,540,11,FALSE,"hit",1284,18,10,20,"dealer win",842
"1g521uz29wpbnxccp79euu4m",75,NA,NA,565,25,2089,0,540,11,FALSE,"hit",1103,18,10,20,"dealer win",842
"1g521uz29wpbnxccp79euu4m",75,NA,NA,565,25,2089,0,540,11,FALSE,"stand",1027,18,10,20,"dealer win",842
"1g521uz29wpbnxccp79euu4m",76,NA,NA,540,35,6686,0,505,19,FALSE,"stand",1357,19,10,21,"dealer win",1255
"1g521uz29wpbnxccp79euu4m",77,NA,NA,505,25,2605,0,480,7,FALSE,"hit",1223,17,8,19,"dealer win",1007
"1g521uz29wpbnxccp79euu4m",77,NA,NA,505,25,2605,0,480,7,FALSE,"stand",1012,17,8,19,"dealer win",1007
"1g521uz29wpbnxccp79euu4m",78,85,2750,480,20,3046,0,460,10,FALSE,"hit",1358,24,10,18,"player bust",418
"1g521uz29wpbnxccp79euu4m",78,85,2750,480,20,3046,0,460,10,FALSE,"hit",850,24,10,18,"player bust",418
"1g521uz29wpbnxccp79euu4m",79,NA,NA,460,15,3301,0,445,15,FALSE,"hit",1499,25,3,13,"player bust",602
"1g521uz29wpbnxccp79euu4m",80,NA,NA,445,45,3204,90,490,20,FALSE,"stand",1272,20,10,26,"dealer bust",1211
"1n3e537gxj662mew10kxtg6g",1,50,1953,500,50,2315,125,575,21,TRUE,"stand",2023,21,2,12,"blackjack; player win",2855
"1n3e537gxj662mew10kxtg6g",2,NA,NA,575,50,2339,0,525,15,FALSE,"stand",3274,15,4,20,"dealer win",1187
"1n3e537gxj662mew10kxtg6g",3,NA,NA,525,50,1602,100,575,9,FALSE,"hit",4491,21,5,25,"dealer bust",1184
"1n3e537gxj662mew10kxtg6g",3,NA,NA,525,50,1602,100,575,9,FALSE,"hit",1406,21,5,25,"dealer bust",1184
"1n3e537gxj662mew10kxtg6g",3,NA,NA,525,50,1602,100,575,9,FALSE,"stand",1008,21,5,25,"dealer bust",1184
"1n3e537gxj662mew10kxtg6g",4,50,3475,575,50,1769,0,525,16,FALSE,"stand",2302,16,3,17,"dealer win",1330
"1n3e537gxj662mew10kxtg6g",5,NA,NA,525,50,1560,0,475,16,FALSE,"hit",4167,22,9,16,"player bust",23
"1n3e537gxj662mew10kxtg6g",6,NA,NA,475,50,2333,0,425,13,TRUE,"stand",12238,13,5,20,"dealer win",1323
"1n3e537gxj662mew10kxtg6g",7,NA,NA,425,50,2461,0,375,15,FALSE,"hit",1921,25,5,9,"player bust",92
"1n3e537gxj662mew10kxtg6g",8,16,2781,375,50,2096,0,325,13,FALSE,"stand",6783,13,3,17,"dealer win",1189
"1n3e537gxj662mew10kxtg6g",9,NA,NA,325,25,3412,50,350,5,FALSE,"hit",2118,20,8,18,"player win",6196
"1n3e537gxj662mew10kxtg6g",9,NA,NA,325,25,3412,50,350,5,FALSE,"hit",4601,20,8,18,"player win",6196
"1n3e537gxj662mew10kxtg6g",9,NA,NA,325,25,3412,50,350,5,FALSE,"stand",1567,20,8,18,"player win",6196
"1n3e537gxj662mew10kxtg6g",10,NA,NA,350,50,2904,100,400,20,FALSE,"stand",1769,20,5,23,"dealer bust",4027
"1n3e537gxj662mew10kxtg6g",11,50,4050,400,50,4898,100,450,11,FALSE,"hit",2302,21,2,19,"player win",1402
"1n3e537gxj662mew10kxtg6g",11,50,4050,400,50,4898,100,450,11,FALSE,"stand",1005,21,2,19,"player win",1402
"1n3e537gxj662mew10kxtg6g",12,NA,NA,450,50,2061,0,400,11,FALSE,"hit",1824,20,8,21,"dealer win",2366
"1n3e537gxj662mew10kxtg6g",12,NA,NA,450,50,2061,0,400,11,FALSE,"hit",2678,20,8,21,"dealer win",2366
"1n3e537gxj662mew10kxtg6g",12,NA,NA,450,50,2061,0,400,11,FALSE,"stand",1642,20,8,21,"dealer win",2366
"1n3e537gxj662mew10kxtg6g",13,NA,NA,400,50,1847,125,475,21,TRUE,"stand",2014,21,2,12,"blackjack; player win",529
"1n3e537gxj662mew10kxtg6g",14,50,2677,475,50,1771,0,425,9,FALSE,"hit",2079,19,7,21,"dealer win",1611
"1n3e537gxj662mew10kxtg6g",14,50,2677,475,50,1771,0,425,9,FALSE,"stand",1482,19,7,21,"dealer win",1611
"1n3e537gxj662mew10kxtg6g",15,NA,NA,425,25,3271,0,400,13,FALSE,"hit",2040,23,10,20,"player bust",2318
"1n3e537gxj662mew10kxtg6g",16,NA,NA,400,25,1905,0,375,13,FALSE,"stand",3239,13,7,18,"dealer win",6710
"1n3e537gxj662mew10kxtg6g",17,NA,NA,375,25,2122,0,350,11,FALSE,"hit",1672,24,10,20,"player bust",1068
"1n3e537gxj662mew10kxtg6g",17,NA,NA,375,25,2122,0,350,11,FALSE,"hit",1250,24,10,20,"player bust",1068
"1n3e537gxj662mew10kxtg6g",18,24,3864,350,25,1929,50,375,20,TRUE,"stand",1957,20,11,19,"player win",3046
"1n3e537gxj662mew10kxtg6g",19,NA,NA,375,25,7926,25,375,11,FALSE,"hit",2306,20,10,20,"draw",1025
"1n3e537gxj662mew10kxtg6g",19,NA,NA,375,25,7926,25,375,11,FALSE,"hit",2398,20,10,20,"draw",1025
"1n3e537gxj662mew10kxtg6g",19,NA,NA,375,25,7926,25,375,11,FALSE,"stand",1614,20,10,20,"draw",1025
"1n3e537gxj662mew10kxtg6g",20,NA,NA,375,25,2469,50,400,13,FALSE,"stand",7340,13,3,25,"dealer bust",1962
"1n3e537gxj662mew10kxtg6g",21,50,1880,400,25,1722,50,425,19,FALSE,"stand",1738,19,8,22,"dealer bust",1686
"1n3e537gxj662mew10kxtg6g",22,NA,NA,425,25,1987,0,400,14,FALSE,"hit",31338,24,9,15,"player bust",11640
"1n3e537gxj662mew10kxtg6g",23,52,4703,400,25,5716,0,375,14,FALSE,"hit",2932,17,10,19,"dealer win",11329
"1n3e537gxj662mew10kxtg6g",23,52,4703,400,25,5716,0,375,14,FALSE,"stand",3732,17,10,19,"dealer win",11329
"1n3e537gxj662mew10kxtg6g",24,NA,NA,375,25,4147,50,400,11,FALSE,"hit",2582,21,10,18,"player win",5869
"1n3e537gxj662mew10kxtg6g",24,NA,NA,375,25,4147,50,400,11,FALSE,"stand",1012,21,10,18,"player win",5869
"1n3e537gxj662mew10kxtg6g",25,NA,NA,400,25,2113,0,375,14,FALSE,"hit",4561,23,7,17,"player bust",1317
"1n3e537gxj662mew10kxtg6g",26,65,4657,375,25,1913,0,350,17,FALSE,"hit",7917,27,10,15,"player bust",1671
"1n3e537gxj662mew10kxtg6g",27,NA,NA,350,25,5479,50,375,5,FALSE,"hit",3102,19,8,18,"player win",1287
"1n3e537gxj662mew10kxtg6g",27,NA,NA,350,25,5479,50,375,5,FALSE,"hit",1229,19,8,18,"player win",1287
"1n3e537gxj662mew10kxtg6g",27,NA,NA,350,25,5479,50,375,5,FALSE,"hit",2743,19,8,18,"player win",1287
"1n3e537gxj662mew10kxtg6g",27,NA,NA,350,25,5479,50,375,5,FALSE,"stand",1696,19,8,18,"player win",1287
"1n3e537gxj662mew10kxtg6g",28,NA,NA,375,25,3733,50,400,9,FALSE,"hit",18191,19,4,23,"dealer bust",1077
"1n3e537gxj662mew10kxtg6g",28,NA,NA,375,25,3733,50,400,9,FALSE,"stand",1433,19,4,23,"dealer bust",1077
"1n3e537gxj662mew10kxtg6g",29,69,4477,400,25,2490,63,438,21,TRUE,"stand",2016,21,10,17,"blackjack; player win",1920
"1n3e537gxj662mew10kxtg6g",30,NA,NA,438,3,3998,0,435,7,FALSE,"hit",1789,23,5,11,"player bust",3413
"1n3e537gxj662mew10kxtg6g",30,NA,NA,438,3,3998,0,435,7,FALSE,"hit",849,23,5,11,"player bust",3413
"1n3e537gxj662mew10kxtg6g",31,NA,NA,435,10,5093,0,425,12,FALSE,"hit",1963,22,5,15,"player bust",3785
"1n3e537gxj662mew10kxtg6g",31,NA,NA,435,10,5093,0,425,12,FALSE,"hit",755,22,5,15,"player bust",3785
"1n3e537gxj662mew10kxtg6g",32,NA,NA,425,25,5277,0,400,12,FALSE,"hit",6432,13,3,19,"dealer win",23723
"1n3e537gxj662mew10kxtg6g",32,NA,NA,425,25,5277,0,400,12,FALSE,"stand",3587,13,3,19,"dealer win",23723
"1n3e537gxj662mew10kxtg6g",33,50,2701,400,25,3537,0,375,15,FALSE,"hit",2553,18,11,19,"dealer win",1602
"1n3e537gxj662mew10kxtg6g",33,50,2701,400,25,3537,0,375,15,FALSE,"stand",1556,18,11,19,"dealer win",1602
"1n3e537gxj662mew10kxtg6g",34,NA,NA,375,25,2914,25,375,16,FALSE,"hit",6089,20,10,20,"draw",1237
"1n3e537gxj662mew10kxtg6g",34,NA,NA,375,25,2914,25,375,16,FALSE,"stand",1118,20,10,20,"draw",1237
"1n3e537gxj662mew10kxtg6g",35,NA,NA,375,25,10020,50,400,4,FALSE,"hit",2112,20,10,18,"player win",1104
"1n3e537gxj662mew10kxtg6g",35,NA,NA,375,25,10020,50,400,4,FALSE,"hit",732,20,10,18,"player win",1104
"1n3e537gxj662mew10kxtg6g",35,NA,NA,375,25,10020,50,400,4,TRUE,"stand",1396,20,10,18,"player win",1104
"1n3e537gxj662mew10kxtg6g",36,59,5767,400,25,1961,0,375,6,FALSE,"hit",8307,16,4,18,"dealer win",11067
"1n3e537gxj662mew10kxtg6g",36,59,5767,400,25,1961,0,375,6,FALSE,"stand",12877,16,4,18,"dealer win",11067
"1n3e537gxj662mew10kxtg6g",37,NA,NA,375,25,1764,0,350,13,TRUE,"stand",2387,13,4,21,"dealer win",537
"1n3e537gxj662mew10kxtg6g",38,NA,NA,350,25,1045,25,350,14,FALSE,"hit",2477,21,10,21,"draw",2235
"1n3e537gxj662mew10kxtg6g",38,NA,NA,350,25,1045,25,350,14,FALSE,"stand",1010,21,10,21,"draw",2235
"1n3e537gxj662mew10kxtg6g",39,50,2132,350,25,5459,50,375,19,FALSE,"stand",1921,19,4,17,"player win",4875
"1n3e537gxj662mew10kxtg6g",40,NA,NA,375,25,1192,50,400,5,FALSE,"hit",2048,17,10,26,"dealer bust",1168
"1n3e537gxj662mew10kxtg6g",40,NA,NA,375,25,1192,50,400,5,FALSE,"hit",1485,17,10,26,"dealer bust",1168
"1n3e537gxj662mew10kxtg6g",40,NA,NA,375,25,1192,50,400,5,FALSE,"stand",2605,17,10,26,"dealer bust",1168
"1n3e537gxj662mew10kxtg6g",41,NA,NA,400,25,3758,50,425,18,FALSE,"stand",3519,18,10,25,"dealer bust",3635
"1n3e537gxj662mew10kxtg6g",42,81,5181,425,25,1515,50,450,7,FALSE,"hit",3449,18,3,24,"dealer bust",3777
"1n3e537gxj662mew10kxtg6g",42,81,5181,425,25,1515,50,450,7,TRUE,"stand",1640,18,3,24,"dealer bust",3777
"1n3e537gxj662mew10kxtg6g",43,NA,NA,450,25,2988,50,475,20,FALSE,"stand",7696,20,7,17,"player win",8012
"1n3e537gxj662mew10kxtg6g",44,NA,NA,475,25,2503,50,500,13,FALSE,"stand",23812,13,5,24,"dealer bust",18814
"1n3e537gxj662mew10kxtg6g",45,61,5311,500,25,3119,0,475,18,TRUE,"stand",2182,18,4,21,"dealer win",2450
"1n3e537gxj662mew10kxtg6g",46,NA,NA,475,25,2436,50,500,15,FALSE,"stand",3067,15,2,25,"dealer bust",1071
"1n3e537gxj662mew10kxtg6g",47,NA,NA,500,25,3237,0,475,17,TRUE,"stand",28825,17,8,20,"dealer win",17581
"1n3e537gxj662mew10kxtg6g",48,50,2770,475,25,2634,0,450,14,FALSE,"hit",14901,22,10,20,"player bust",7426
"1n3e537gxj662mew10kxtg6g",49,NA,NA,450,25,2634,0,425,15,FALSE,"hit",4159,22,10,20,"player bust",8060
"1n3e537gxj662mew10kxtg6g",50,NA,NA,425,25,6308,0,400,14,FALSE,"hit",5909,26,10,20,"player bust",3231
"1n3e537gxj662mew10kxtg6g",50,NA,NA,425,25,6308,0,400,14,FALSE,"hit",24067,26,10,20,"player bust",3231
"1n3e537gxj662mew10kxtg6g",51,50,2815,400,25,7183,25,400,13,FALSE,"hit",9963,17,9,17,"draw",21774
"1n3e537gxj662mew10kxtg6g",51,50,2815,400,25,7183,25,400,13,FALSE,"stand",2335,17,9,17,"draw",21774
"1n3e537gxj662mew10kxtg6g",52,NA,NA,400,25,12268,50,425,18,FALSE,"stand",1930,18,10,25,"dealer bust",1766
"1n3e537gxj662mew10kxtg6g",53,NA,NA,425,25,5129,63,463,21,TRUE,"stand",2013,21,8,18,"blackjack; player win",4573
"1n3e537gxj662mew10kxtg6g",54,50,4326,463,13,2503,0,450,14,FALSE,"hit",1520,23,5,13,"player bust",1351
"1n3e537gxj662mew10kxtg6g",54,50,4326,463,13,2503,0,450,14,FALSE,"hit",842,23,5,13,"player bust",1351
"1n3e537gxj662mew10kxtg6g",55,NA,NA,450,25,3361,25,450,19,FALSE,"stand",4932,19,8,19,"draw",3057
"1n3e537gxj662mew10kxtg6g",56,50,1720,450,25,6511,0,425,6,FALSE,"hit",4401,15,7,17,"dealer win",2441
"1n3e537gxj662mew10kxtg6g",56,50,1720,450,25,6511,0,425,6,FALSE,"stand",2764,15,7,17,"dealer win",2441
"1n3e537gxj662mew10kxtg6g",57,NA,NA,425,25,1582,0,400,10,FALSE,"hit",1936,14,5,21,"dealer win",1075
"1n3e537gxj662mew10kxtg6g",57,NA,NA,425,25,1582,0,400,10,FALSE,"stand",2078,14,5,21,"dealer win",1075
"1n3e537gxj662mew10kxtg6g",58,50,4369,400,25,1326,0,375,13,FALSE,"hit",1840,20,10,21,"dealer win",2076
"1n3e537gxj662mew10kxtg6g",58,50,4369,400,25,1326,0,375,13,FALSE,"stand",1842,20,10,21,"dealer win",2076
"1n3e537gxj662mew10kxtg6g",59,NA,NA,375,25,4206,0,350,16,FALSE,"stand",4243,16,10,20,"dealer win",132
"1n3e537gxj662mew10kxtg6g",60,50,2400,350,25,1750,25,350,19,FALSE,"stand",2663,19,2,19,"draw",1538
"1n3e537gxj662mew10kxtg6g",61,NA,NA,350,25,1062,63,388,21,TRUE,"stand",2012,21,9,18,"blackjack; player win",10045
"1n3e537gxj662mew10kxtg6g",62,NA,NA,388,13,6630,0,375,8,FALSE,"hit",3343,18,9,19,"dealer win",1951
"1n3e537gxj662mew10kxtg6g",62,NA,NA,388,13,6630,0,375,8,FALSE,"stand",1392,18,9,19,"dealer win",1951
"1n3e537gxj662mew10kxtg6g",63,50,2331,375,25,8683,50,400,14,FALSE,"hit",13101,19,9,17,"player win",677
"1n3e537gxj662mew10kxtg6g",63,50,2331,375,25,8683,50,400,14,FALSE,"stand",1927,19,9,17,"player win",677
"1n3e537gxj662mew10kxtg6g",64,NA,NA,400,25,2109,50,425,19,FALSE,"stand",6676,19,3,17,"player win",727
"1n3e537gxj662mew10kxtg6g",65,NA,NA,425,25,1967,0,400,18,FALSE,"stand",8719,18,2,21,"dealer win",6638
"1n3e537gxj662mew10kxtg6g",66,50,2898,400,25,2653,0,375,13,FALSE,"hit",6317,23,10,20,"player bust",729
"1n3e537gxj662mew10kxtg6g",67,NA,NA,375,25,1448,0,350,9,FALSE,"hit",4259,17,10,20,"dealer win",1247
"1n3e537gxj662mew10kxtg6g",67,NA,NA,375,25,1448,0,350,9,FALSE,"hit",2295,17,10,20,"dealer win",1247
"1n3e537gxj662mew10kxtg6g",67,NA,NA,375,25,1448,0,350,9,FALSE,"stand",1780,17,10,20,"dealer win",1247
"1n3e537gxj662mew10kxtg6g",68,NA,NA,350,25,1634,0,325,14,TRUE,"stand",3305,14,6,17,"dealer win",1009
"1n3e537gxj662mew10kxtg6g",69,NA,NA,325,25,1184,50,350,15,FALSE,"hit",4626,17,10,22,"dealer bust",726
"1n3e537gxj662mew10kxtg6g",69,NA,NA,325,25,1184,50,350,15,FALSE,"stand",2027,17,10,22,"dealer bust",726
"1n3e537gxj662mew10kxtg6g",70,50,3552,350,25,1377,0,325,13,FALSE,"hit",7534,23,10,12,"player bust",786
"1n3e537gxj662mew10kxtg6g",71,NA,NA,325,25,1200,0,300,9,FALSE,"hit",13702,19,10,20,"dealer win",6410
"1n3e537gxj662mew10kxtg6g",71,NA,NA,325,25,1200,0,300,9,FALSE,"stand",1571,19,10,20,"dealer win",6410
"1n3e537gxj662mew10kxtg6g",72,NA,NA,300,25,1564,50,325,18,FALSE,"stand",23604,18,10,24,"dealer bust",6162
"1n3e537gxj662mew10kxtg6g",73,50,2726,325,25,2286,0,300,14,FALSE,"stand",16336,14,4,20,"dealer win",250
"1n3e537gxj662mew10kxtg6g",74,NA,NA,300,25,1808,0,275,14,TRUE,"hit",5314,22,7,16,"player bust",1363
"1n3e537gxj662mew10kxtg6g",74,NA,NA,300,25,1808,0,275,14,FALSE,"hit",2773,22,7,16,"player bust",1363
"1n3e537gxj662mew10kxtg6g",75,NA,NA,275,25,1420,0,250,10,FALSE,"hit",6684,24,6,11,"player bust",3933
"1n3e537gxj662mew10kxtg6g",75,NA,NA,275,25,1420,0,250,10,FALSE,"hit",1214,24,6,11,"player bust",3933
"1n3e537gxj662mew10kxtg6g",76,50,5481,250,25,1218,0,225,12,FALSE,"hit",1906,16,10,20,"dealer win",781
"1n3e537gxj662mew10kxtg6g",76,50,5481,250,25,1218,0,225,12,FALSE,"stand",1506,16,10,20,"dealer win",781
"1n3e537gxj662mew10kxtg6g",77,NA,NA,225,25,1340,50,250,11,FALSE,"hit",2077,16,3,25,"dealer bust",811
"1n3e537gxj662mew10kxtg6g",77,NA,NA,225,25,1340,50,250,11,FALSE,"stand",7024,16,3,25,"dealer bust",811
"1n3e537gxj662mew10kxtg6g",78,NA,NA,250,250,4188,0,0,17,FALSE,"stand",2543,17,10,18,"dealer win",293
"1n3e537gxj662mew10kxtg6g",79,NA,NA,500,500,1834,1250,1250,21,TRUE,"stand",2007,21,5,9,"blackjack; player win",51
"1n3e537gxj662mew10kxtg6g",80,50,2876,1250,1250,5067,1250,1250,13,FALSE,"hit",2526,19,9,19,"draw",944
"1n3e537gxj662mew10kxtg6g",80,50,2876,1250,1250,5067,1250,1250,13,FALSE,"stand",1353,19,9,19,"draw",944
